Scooby Doo!;Scooby Doo! Big Top Scooby;családi;2012;80;USA;Ben Jones;Grey DeLisle, Greg Ellis, Matthew Lillard, Mindy Cohn, Frank Welker;
Scooby Doo! - Rejtély a bajnokságon;Scooby Doo Wrestlemania Mystery;Animációs film;2014;80;Amerikai Egyesült Államok;ismeretlen;;TV-PG
Szegény Dzsoni és Ánika;Szegény Dzsoni és Ánika;mese;1983;80;Magyarország;Sólyom András;Nyertes Zsuzsa, Törõcsik Mari, Puskás Tamás;
Szép csendben;Szép csendben;Játékfilm;2019;80;Magyarország;Nagy Zoltán;Szamosi Zsófia;
Szeptember;September;Játékfilm;1987;80;Amerikai Egyesült Államok;Woody Allen;Dianne Wiest, Denholm Elliott, Mia Farrow;
Szilaj;Spirit - Stallion Of The Cimarron;Animációs film;2002;80;Amerikai Egyesült Államok;Kelly Asbury, Lorna Cook;;
Télapó nyomában;In search of Santa;Animációs film;2004;80;Amerikai Egyesült Államok;William R. Kowalchuk;;
Timmy Time;Timmy Time;Animációs film;2009;80;NA;Ismeretlen;;
Titkok Párizsban;Le Femme du Véme;Játékfilm;2011;80;Franciaország;Pawel Pawlikowski;;R
Tomboló bosszúvágy;No Good Deed;Játékfilm;2014;80;Amerikai Egyesült Államok;Sam Miller;;PG-13
Tücsök kalandok New Yorkban;Hoppity goes to town;Animációs film;1941;80;Amerikai Egyesült Államok;Dave Fleischer;;
Ugye boldog vagy?;Das Melancholische Mädchen;Játékfilm;2019;80;Németország;Susanne Heinrich;Marie Rathscheck;
Új Eldorádó;Új Eldorádó;Nem fikciós mûvek;2004;80;Magyarország;Kocsis Tibor;;
Út a pokolba;Nowhere;sci-fi;1996;80;USA;Gregg Araki;Rachel True, Chiara Mastroianni, James Duval;R
Ûrpiknik;Ûrpiknik;játékfilm;2021;80;Magyarország;Badits Ákos;Takács Zalán, Walters Lili, Varga Veronika;
Válás francia módra;L'ex de ma vie / Divorce á la francaise;Játékfilm;2014;80;Franciaország;Dorothée Sebbagh;;
Vámhivatal;Tamozsnya;bûnügyi;1982;80;Szovjetunió;Alekszandr Muratov;Mihail Bojarszkij, Vagyim Jakovlev, Valentyin Gaft;
Vámpírok;Vampiros en La Habana;animáció;1985;80;Kuba;Juan Pardón;;
Visual Drive;Visual Drive;Egyéb;2009;80;Magyarország;Ismeretlen;;
Zombifarm;Zombie Farm;Játékfilm;1800;80;NA;Ismeretlen;;
A báránysültek hallgatnak;The silence of the hams;Játékfilm;1994;81;Olaszország, Amerikai Egyesült Államok;Ezio Greggio;Billy Zane, Dom DeLuise, Ezio Greggio;
A fekete kastély;Nebojsa;mese;1989;81;Csehszlovákia;Julius Matula;Jan Kroner, Karol Machata, Ondrej Vetchy;
A halál vámszedõi;Death Toll;Játékfilm;2008;81;Amerikai Egyesült Államok;Phenomenon;Keshia Knight Pulliam, DMX, Lou Diamond Phillips;
A herceg és a csillaglány;Princ a vecernice;mese;1979;81;Csehszlovákia;Václav Vorlicek;Juraj Durdiak, Libuse Safránková, Vladimír Mensík;
A hetedik testvér;A hetedik testvér;Animációs film;1995;81;Amerikai Egyesült Államok, Magyarország, Németország;Tibor Hernádi, Jenö Koltai;;
A James Dean történet - Egy legenda születése;The James Dean story;Nem fikciós mûvek;1957;81;Amerikai Egyesült Államok;George W. George, Robert Altman;Martin Gabel, Lew Bracker, James Dean;
A kis tücsök kalandjai;Happy Cricket;Animációs film;2006;81;Brazília;Walbercy Ribas;;
A lótolvaj lánya;Docs Konokrada;filmdráma;1982;81;Szovjetunió;Algimantasz Pujpa;Nijole Ozelita, Lubomiras Lauciavicius, Mindangas Capas;
A megállíthatatlan vonat;Pojezd vnye raszpiszanyija;ifjúsági;1985;81;Szovjetunió;Alekszandr Grisin;Igor Savlak, Vlagyimir Sevelkov, Natalja Vavilova;
A messzi Észak;Tout en haut du monde;Játékfilm;2015;81;Franciaország;Rémi Chayé;;PG
A Molyember incidens;Moth;Játékfilm;2016;81;Magyarország, Egyesült Királyság, Amerikai Egyesült Államok;Elekes Gergõ, Gallai József;;R
A mûvészet templomai: Leonardo da Vinci - A lángelme Milánóban;Leonardo Da Vinci II Genio Milano;Nem fikciós mûvek;2016;81;Olaszország;Luca Lucini;;
A mûvészet templomai: Pompeji - A bûnös város;Pompeii Sin City;Nem fikciós mûvek;2020;81;Olaszország;Pappi Corsicato;;
A pince;Im Keller;Nem fikciós mûvek;2014;81;Ausztria;Ulrich Seidl;;
A tökéletes férfi;A tökéletes férfi;Játékfilm;1939;81;Magyarország;Szlatinay Sándor;;
A tökéletes férj;The perfect husband;Játékfilm;2004;81;Amerikai Egyesült Államok;Roger Young;Sarah Brown, G. W. Bailey, Dean Cain;
A tû;Igla;filmdráma;1988;81;Szovjetunió;Rasid Nugmanov;Viktor Coj, Marina Szmirnova, Pjotr Mamanov;
Adam had four sons;Adam had four sons;Játékfilm;1941;81;Amerikai Egyesült Államok;Gregory Ratoff;Ingrid Bergman, Warner Baxter, Susan Hayward;
Álomépítõk;Dr?mmebyggerne;Animációs film;2020;81;Dánia;Kim Hagen Jensen, Tonni Zinck; ;
Amikor kialszik a fény;Lights Out;Játékfilm;2016;81;Amerikai Egyesült Államok;David F. Sandberg;;PG-13
Androidok lázadása;Android;sci-fi;1982;81;USA;Aaron Lipstadt;Norbert Weisser, Klaus Kinski, Don Opper;PG
Ao - Az utolsó õsember;Ao/le dernier Neandertal;Játékfilm;2010;81;Franciaország;Jacques Malaterre;;
Az Alien és a vadász harca;AVH: Alien vs. Hunter;Játékfilm;2007;81;Amerikai Egyesült Államok;Scott Harper;William Katt, Wittly Jourdan, Dedee Pfeiffer;
Az asszony;Az asszony;filmdráma;1996;81;Magyarország;Erdélyi János, Zsigmond Dezsõ;Györgyi Anna, Eperjes Károly, Dörner György;
Az ember nem madár;Covek nije tica;filmdráma;1965;81;Jugoszlávia;Dusan Makavejev;Stole Arandjelovic, Dusan Antonijevic, Dusan Bajcetic;
Az ember, aki lezárta a várost;Cselovek, katorij zakril gorod;társadalmi dráma;1982;81;Szovjetunió;Alekszandr Gordon;Natalja Andrejcsenko, Leonyid Nyevedomszkij, Rogyion Nahapetov;
Az ifjú Ahmed;Le jeune Ahmed;Játékfilm;2019;81;Belgium;Jean-Pierre Dardenne;Idir Ben Addi;
Az igazság napja;Bad day at black rock;Játékfilm;1955;81;Amerikai Egyesült Államok;John Sturges;Spencer Tracy, Robert Ryan, Anne Francis;
Az örökbe fogadott lány;Me vang nha;társadalmi dráma;1980;81;Vietnám;Nguyen Khanh Du;Mai Phuong, Thuy Van, Buy Cong;
Az utolsó Wereczkey;Az utolsó Wereczkey;Játékfilm;1939;81;Magyarország;Szlatinay Sándor;;
Aznaposok;My Best Friend Wife;Játékfilm;2001;81;Amerikai Egyesült Államok;Doug Finelli;;R
Bagoly mondja verébnek;Los pájaros a la escopeta;vígjáték;1984;81;Kuba;Rolando Diaz;Alberto Pujol, Consuelo Vidal, Reinaldo Miravalles;
Balfácán akcióban;Far Out Man;Játékfilm;1990;81;Amerikai Egyesült Államok;Tommy Chong;C. Thomas Howell, Tommy Chong, Rae Dawn Chong;
Barbie a Hattyúk tavában;Barbie of Swan Lake;Animációs film;2003;81;Amerikai Egyesült Államok;Owen Hurley;;
Barbie és a titkos ajtó;Barbie And The Secret Door;Animációs film;2014;81;Amerikai Egyesült Államok;Karen Lloyd;;TV-Y
Bartók megszólal 1911-1920 (vágott verzió);Bartók megszólal 1911-1920 (vágott verzió);Nem fikciós mûvek;2018;81;Magyarország;Bokor Jutta;Sümegi Eszter, Bokor Jutta, Dallos Erika, Gonda Katalin, Berczelly István, Kovácsházi István, Borbély László, Mohai Gábor;
Beavis és Butt-head lenyomja amerikát;Beavis and Butt Head Do America;animáció;1996;81;USA;Mike Judge;;PG-13
Boldog születésnapot, Marilyn!;Boldog születésnapot, Marilyn!;játékfilm;1980;81;Magyarország;Szörény Rezsõ;Esztergályos Cecília, Bálint András;
BUÉK!;BUÉK!;Játékfilm;1978;81;Magyarország;Szörény Rezsõ;;
Casper - Karácsonya;Casper's Haunted Christmas;Animációs film;2000;81;Amerikai Egyesült Államok, Kanada;Owen Hurley;;G
Csimpilóták;Space Chimps;Animációs film;2008;81;Amerikai Egyesült Államok;Kirk De Micco;;
Dinoszauruszok - A Föld urai 3D;Walking with Dinosaurs;Játékfilm;2013;81;Amerikai Egyesült Államok;Barry Cook, Neil Nightingale;;PG
Drágám, add az életed!;Spy Hard;Játékfilm;1996;81;Amerikai Egyesült Államok;Rick Friedberg;Charles Durning, Nicollette Sheridan, Leslie Nielsen;
Egy lány elindul;Egy lány elindul;Játékfilm;1937;81;Magyarország;Székely István;;
Éjfélre kiderül;Éjfélre kiderül;Játékfilm;1942;81;Magyarország;Cserépy László;;
El Mariachi - szinkron;El Mariachi;Játékfilm;1992;81;Mexikó, Amerikai Egyesült Államok;Robert Rodriguez;Carlos Gallardo, Consuelo Gómez, Jaime de Hoyos;
Elemi szerelem;Une rencontre;Játékfilm;2014;81;Franciaország;Lisa Azuelos;;PG
Elpidio valdés;Elpidio Valdés contra dólar y Canón;animáció;1983;81;Kuba;Juan Padrón;Frank González, Manuel Marín, María Eugenia García;
Eltüsszentett birodalom;Eltüsszentett birodalom;Játékfilm;1956;81;Magyarország;Banovich Tamás;;
Ének a búzamezõkrõl;Ének a búzamezõkrõl;Játékfilm;1947;81;Magyarország;Szõts István;;
Ernelláék Farkaséknál;Ernelláék Farkaséknál;Játékfilm;2016;81;Magyarország;Hajdú Szabolcs;;
Fehérlófia;Fehérlófia;Animációs film;1981;81;Magyarország;ismeretlen;;
Feküdj le kutyákkal;Lie Down With Dogs;romantikus - vígjáték;1994;81;USA;Wally White;Wally White, Randy Becker, Bash Halow;R
Genezis;Guess Who;Egyéb;2004;81;Franciaország, Olaszország;Marie Pérennou, Claude Nuridsany;;
Golyóálló;Bullett Proof;Játékfilm;1996;81;Amerikai Egyesült Államok;Ernest R. Dickerson;Adam Sandler, James Caan, Damon Wayans;
Gyilkosság;The Killing;Játékfilm;1956;81;Amerikai Egyesült Államok;Stanley Kubrick;;TV-14
Ha eljön október;Bao gio cho den thang moui;filmdráma;1985;81;Vietnám;Dang Niat Min;Hiu Mioi, Le Van, Lai Fi;
Halott gengszterek;Body Count;Játékfilm;1998;81;Amerikai Egyesült Államok;Robert Patton-Spruill;;R
Hattyú hercegnõ - Ma kalóz, holnap hercegnõ!;The Swan Princess: Princess Tomorrow, Pirate Today!;Animációs film;2016;81;Amerikai Egyesült Államok, India;Richard Rich, Brian Nissen;;PG
Havasi: Symphonic Red Concert Show (Havasi: Symphonic Special Deluxe Edition);Havasi: Symphonic Red Concert Show (Havasi: Symphonic Special Deluxe Edition);Nem fikciós mûvek;2012;81;Magyarország;Kriskó László;;
Hellride - Pokoljárás;Hell Ride;Játékfilm;2008;81;Amerikai Egyesült Államok;Larry Bishop;Julia Jones, Leonor Varela, Larry Bishop;
Hihetetlen utazás;Turtle: The Incredible Journey;Nem fikciós mûvek;2009;81;Németország, Ausztria, Egyesült Királyság;Nick Stringer;;
Impy csodálatos világa;Impy's Wonderland;Animációs film;2008;81;Németország;Reinhard Klooss, Holger Tappe;;
Indián tél;Indián tél;filmdráma;1993;81;Magyarország;Erdélyi János;Erzsi Pártos, Károly Eperjes, Zsuzsa Németh;
Játékháború 1.;Toy story 1.;Animációs film;1995;81;Amerikai Egyesült Államok;John Lasseter;;
Jégkorszak;Ice Age;animáció;2002;81;USA;Chris Wedge, Carlos Saldanha;;PG
Jonah Hex;Jonah Hex;Játékfilm;2010;81;Amerikai Egyesült Államok;Jimmy Hayward;Megan Fox, Michael Fassbender, Josh Brolin;
Jutalomutazás;Jutalomutazás;Játékfilm;1974;81;Magyarország;Szalai Györgyi, Dárday István;;
Karácsony nyomában;Chasing Christmas;Játékfilm;2005;81;Amerikai Egyesült Államok;Ron Oliver;;PG
Kémkölykök 3 D - Game Over;Spy Kids 3-D: Game Over;Játékfilm;2003;81;Amerikai Egyesült Államok;Robert Rodriguez;;PG
Korn: Live on the Other Side;Korn: Live on teh Other Side;Egyéb;2006;81;Amerikai Egyesült Államok;Lawrence Jordan;;
Latte és a titokzatos varázskõ;Latte and the Magic Waterstone;Animációs film;2019;81;Németország;Regina Welker;Danny Fehsenfeld;
Lucky Luke – Szökésben a Daltonok;Lucky Luke dans les Dalton en Cavale;Animációs film;1983;81;Amerikai Egyesült Államok, Franciaország;Joseph Barbera;;
Maja/a méhecske;Maya the Bee Movie;Animációs film;2014;81;Ausztrália, Németország;Alexs Stadermann;;G
Melegedõ barátság;Tenue De Soirée;Játékfilm;1986;81;Franciaország;Tenue De Soirée;;
Mocsok és bölcsesség;Filth and Wisdom;Játékfilm;2008;81;Egyesült Királyság;Madonna;Holly Weston, Eugene Hütz, Vicky McClure;
Monsieur Hire;Monsieur Hire;thriller;1988;81;Franciaország;Patrice Leconte;Michel Blanc, Sandrine Bonnaire, Luc Thuillier;PG-13
New York árnyai;Shadows;Játékfilm;1959;81;Amerikai Egyesült Államok;John Cassavetes;Leila Goldoni, Ben Carruthers, Hugh Hurd;
Orvos vagyok;Orvos vagyok;dokumentum;1979;81;NSZK, Magyarország;Gyöngyössy Imre - Kabai Barna;Ádám Katalin, Dr. Chatel Rudolf, Dr. Szabó István;
Öklök és koponyák;Vaszilij Buszlajev;ifjúsági;1982;81;Szovjetunió;Gennagyij Vasziljev;Dmitrij Matvejer, Ljudmila Hityajeva, Dmitrij Zolotuhin;
Ördög;Devil;Játékfilm;2010;81;Amerikai Egyesült Államok;John Erick Dowdle;Jenny O'Hara, Chris Messina, Logan Marshall-Green;
Péntek Rézi;Péntek Rézi;Játékfilm;1938;81;Magyarország;Vajda László;;
Perfect Blue;Perfect Blue;Animációs film;1998;81;Japán;Satoshi Kon;;
Pi;Pi;thriller;1998;81;USA;Darren Aronofsky;Sean Gullette, Ben Shenkman, Mark Margolis;R
Pillanatnyi pénzzavar;Pillanatnyi pénzzavar;Játékfilm;1938;81;Magyarország;Martonffy Emil;;
Pocahontas;Pocahontas;Animációs film;1995;81;Amerikai Egyesült Államok;Mike Gabriel, Eric Goldberg;;
Részletkérdések;Részletkérdések (Köntörfalak);Játékfilm;2009;81;Magyarország;Dyga Zsombor;Rába Roland, Elek Ferenc, Tompos Kátya;
Rozsdalovag;Ritter Rost;Animációs film;2013;81;Németország;ismeretlen;;
Sárkánygyik;Curse of the Komodo;Játékfilm;2004;81;Amerikai Egyesült Államok;Jim Wynorski;Melissa Brasselle, William Langlois, Tim Abell;
Sushiálmok;Jiro Dreams of Sushi;Nem fikciós mûvek;2011;81;Amerikai Egyesült Államok;David Gelb;;PG
Szabadulószoba;Escape Room;Játékfilm;2017;81;Amerikai Egyesült Államok;Will Wernick;;R
Szárazon;Smashed;Játékfilm;2012;81;Amerikai Egyesült Államok;James Ponsoldt;;R
Szegfû vodkával;Pejzaz horyzontalny;vígjáték;1978;81;Lengyelország;Janusz Kidawa;Mieczyslaw Hryniewicz, Wieslaw Wójcik, Jaroslaw Kopaczewski;
Szenzáció!;Szenzáció!;Játékfilm;1936;81;Magyarország;Vajda László;;
Tarzan titkos kincse;Tarzan's secret treasure;Játékfilm;1941;81;Amerikai Egyesült Államok;Richard Thorpe;Johnny Weissmuller, Maureen O'Sullivan, Johnny Sheffield;
The Squid And The Whale;The Squid And The Whale;Játékfilm;2005;81;Amerikai Egyesült Államok;Noah Baumbach;Laura Linney, Owen Kline, Jeff Daniels;
Tobi színei;Tobi színei;dokumentumfilm;2021;81;Magyarország;Bakony Alexa;;
Tökéletes katonák;Universal Soldiers;Játékfilm;2007;81;Amerikai Egyesült Államok;Griff Furst;Kristen Quintrall, Dario Deak, Jason S. Gray;
Túlélõsziget;Pinata - Survival Island;Játékfilm;2002;81;Amerikai Egyesült Államok;David Hillenbrand, Scott Hillenbrand;Jaime Pressly, Nicholas Brendon, Eugene Byrd;
Tündér Lala;Tündér Lala;Játékfilm;1981;81;Magyarország;Katkics Ilona;;
Ultra;Ultra;Nem fikciós mûvek;2017;81;Magyarország;Simonyi Balázs;;
Úrilány szobát keres;Úrilány szobát keres;Játékfilm;1937;81;Magyarország;Balogh Béla;Kabos Gyula, Zilahy Irén, Somló István;
Ünnepi vacsora;Ünnepi vacsora;Játékfilm;1956;81;Magyarország;Révész György;;
Veszélyes repülés;Zbor periculos;filmdráma;1984;81;Románia;Francisc Munteanu;Vladimir Gaitan, Gheorghe Dinica, Szilágyi Enikõ;
Vörös hadsereg;Red Army;Nem fikciós mûvek;2014;81;Amerikai Egyesült Államok;Gabe Polsky;;PG
Zsiguli;Zsiguli;Játékfilm;2004;81;Magyarország;Szõke András;Gáspár Sándor, Györgyi Anna, Gazdag Tibor;
A Benedek ház;A Benedek ház;Játékfilm;1943;82;Magyarország;Bánky Viktor;;
A férfikaland elmarad;S tebou me bavi svet;vígjáték;1982;82;Csehszlovákia;Marie Polednáková;Julius Satinsky, Marek Dvorák, Jana Sulcová;
A jegyzetfüzet titka;Tajna zapisznoj knyizski;társadalmi dráma;1981;82;Szovjetunió;Vlagyimir Samsurin;Szvetlana Toma, Alekszandr Zbrujev, Nyikolaj Penykov;
A jelenés;The Apparition;Játékfilm;2012;82;Amerikai Egyesült Államok;Todd Lincoln;;PG-13
A kétfenekû dob;A kétfenekû dob;játékfilm;1977;82;Magyarország;Gazdag Gyula;Rudolf Hrusínský, Horváth Jenõ, Koltai Róbert;
A kis vámpír;The Little Vampire;Animációs film;2017;82;Dánia, Egyesült Királyság, Németország;Richard Claus, Karsten Kiilerich;;PG
A kurta farkú Peti cica;Pelle Svanslös;animáció;1981;82;Svédország;Stig Lasseby, Jan Gissberg;;
A Lazarus hatás;The Lazarus Effect;Játékfilm;2015;82;Amerikai Egyesült Államok;Dacid Gelb;;PG-13
A macska, le a kalappal;Cat in the hat;Játékfilm;2003;82;Amerikai Egyesült Államok;Bo Welch;Kelly Preston, Alec Baldwin, Mike Myers;
A mi családunk;A mi családunk;dokumentum;1984;82;Magyarország;Magyar József;;
A mi földünk;A mi földünk;Nem fikciós mûvek;1959;82;Magyarország;Magyar József;;
A pék;The baker;Játékfilm;2007;82;Egyesült Királyság;Gareth Lewis;Damian Lewis, Nikolaj Coster-Waldau, Kate Ashfield;
A pince;The Basement;Játékfilm;2017;82;Amerikai Egyesült Államok, Magyarország;Illés László;;
A semmi királya;King of Nothing;Játékfilm;2006;82;Írország, Amerikai Egyesült Államok;Damian Chapa;Damian Chapa, Rayne Aspengren, Joe Estevez;
A szörny;Lake Placid;Játékfilm;1999;82;Amerikai Egyesült Államok;Steve Miner;Oliver Platt, Bridget Fonda, Bill Pullman;
A Teljes Csoda;The Wonder of it All;Nem fikciós mûvek;2007;82;Amerikai Egyesült Államok;Jeffrey Roth;Yuri Gagarin, John F. Kennedy, Eugene Cernan;
Ájulás;Swoon;bûnügyi;1992;82;USA;Tom Kalin;Ron Vawter, Daniel Schlachet, Craig Chester;
Állati történet;Pets;Játékfilm;1999;82;Amerikai Egyesült Államok;David Lister;;R
Arccal földnek;Arccal földnek;filmdráma;2001;82;Magyarország;Tolnai Szabolcs;Csanádi József, Nyitrai Illés, Elor Emina;
Asterix - Az istenek otthona;Astérix: Le domaine des dieux;Játékfilm;2014;82;Franciaország;Alexandre Astier;;
Asterix: A varázsital titka;Astérix: Le secret de la potion magique;Animációs film;2018;82;Franciaország;Louis Clichy, Alexandre Astier;nem áll rendelkezésünkre a hiányzó adat;
Autóversenyzõk;Autóversenyzõk;Nem fikciós mûvek;1980;82;Magyarország;Róna Péter;;
Az én házam, az én váram;The Castle;vígjáték;1997;82;Ausztrália, Bhután;Rob Sitch;Anne Tenney, Michael Caton, Stephen Curry;R
Az ölés esszenciája;The Essential of Killing;Játékfilm;2009;82;Norvégia, Írország, Lengyelország, Magyarország;Jerzy Skolimowski;Emmanuelle Seigner, Vincent Gallo, Stig Frode Henriksen;
Az ördög városa;Djavolja varos;Játékfilm;1800;82;NA;Ismeretlen;;
Az ügynök élete;Az ügynök élete;Nem fikciós mûvek;2004;82;NA;Ismeretlen;;
Bakkermann;Bakkermann;Játékfilm;2007;82;Magyarország;Szõke András;Badár Sándor, Zelei Gábor, Szõke András;
Barbie és a bûvös pegazus;Barbie and the magic of Pegasus;Animációs film;2005;82;Amerikai Egyesült Államok;Greg Richardson;;
Barbie és a három muskétás;Barbie and the Three Musketeers;Játékfilm;2009;82;Amerikai Egyesült Államok;Willliam Lau;;TV-Y
Barbie: Csillagok között;Barbie: Star Light Adventure;Animációs film;2016;82;Amerikai Egyesült Államok;Andrew Tan;;
Beáta és az ördög;Beáta és az ördög;Játékfilm;1940;82;Magyarország;György István;;
Brüno;Brüno;Játékfilm;2009;82;Amerikai Egyesült Államok;Larry Charles;Sacha Baron Cohen, Gustaf Hammarsten, Clifford Banagale;
Charlie - Minden kutya a mennybe megy;All Dogs Go to Heaven;Animációs film;1989;82;Egyesült Királyság, Írország;Gary Goldman, Don Bluth;;G
Cicák és titkárnõk;Krtiny;vígjáték;1981;82;Csehszlovákia;Zdenek Podskolsky;Jirina Jirásková, Blanka Bohdanová, Milos Kopecky;
Cycle;Cycle;Animációs film;2011;82;Magyarország;ismeretlen;;
Csapda a sakáloknak;Kapkan dlja sakalov;bûnügyi;1985;82;Szovjetunió;Mukadasz Mahmudov;Alla Renzajeva, Narullo Abdullajev, Andrej Podoszjan;
Császárok útja;La Marche de L'Empereur;Nem fikciós mûvek;2005;82;Franciaország, Amerikai Egyesült Államok;Luc Jacquet;;
Csupasz pisztoly™;Naked Gun From the Files of Police Squad;Játékfilm;1988;82;Amerikai Egyesült Államok;David Zucker;;PG-13
Csupasz pisztoly™ 2 1/2 A félelem szaga;The Naked Gun 2 1/2 - The Smell of Fear;Játékfilm;1991;82;Amerikai Egyesült Államok;David Zucker;;PG-13
Dínó;Dinosaur;Játékfilm;2000;82;Amerikai Egyesült Államok;Ralph Zondag;;G
Doktor Minorka Vidor nagy napja;Doktor Minorka Vidor nagy napja;Játékfilm;1986;82;Magyarország;Sólyom András;;
Dr. Dolittle;Dr. Dolittle;Játékfilm;1998;82;Amerikai Egyesült Államok;Betty Thomas;Oliver Platt, Ossie Davis, Eddie Murphy;
Drága Mona;Drowning Mona;Játékfilm;2000;82;Amerikai Egyesült Államok;Nick Gomez;;PG-13
Elment az öszöd;Elment az öszöd;Játékfilm;2013;82;Magyarország;Dézsy Zoltán;;
Féltékenység;Féltékenység;Játékfilm;1943;82;Magyarország;Cserépy László;;
Ferenc/Isten lantosa;Francesco/giullare di Dio;Játékfilm;1950;82;Olaszország;Roberto Rossellini;;
Fiú nagy fekete kutyával;Der Junge mit dem grossen schwarzen Hund;családi;1986;82;NDK;Hannelore Untenberg;Niels Anschütz, Dagmar Manzel, Horst Hiemer;
Frakk, a macskák réme: Fõ a kényelem;Frakk, a macskák réme: Fõ a kényelem;Animációs film;1972;82;Magyarország;Nagy Pál;;
Ga,ga, avagy dicsõség a hõsöknek;Ga,ga chwala bohaterom;sci-fi;1985;82;Lengyelország;Piotr Szulkin;Jerzy Stuhr, Katarzyna Figura, Daniel Olbrychski;
Ghost in the Shell - Páncélba zárt szellem;Kokaku kidotai;Animációs film;1995;82;Japán;Mamoru Oshii;;
Gyilkos kedv;Gyilkos kedv;filmdráma;1996;82;Magyarország;Erdõss Pál;Cserhalmi György, Ozsda Erika, Farkasházy Rékar;
Gyilkosok klubja;Blled;Játékfilm;2002;82;Amerikai Egyesült Államok;Devin Hamilton, Dennis Petersen;;R
Gyilkosságok ok nélkül;Bez vigyimin pricsin;háborús;1982;82;Szovjetunió;Jevgenyij Tatarszkij;Ernszt Romanov, Irina Alfjorova, Lev Prigunov;
Ha már egyszer megesett...;Pásla kone na betóne;tragikomédia;1982;82;Csehszlovákia;Stefan Uher;Milka Zimková, Peter Vons, Veronika Jeniková;
Háborús bûnök;War Crimes;Játékfilm;2005;82;Egyesült Királyság;Nick S. Thomas, Michael G. Thomas;Jan Castellari, Dean Bolt, James Bickersteth;
Hagyjátok robinsont;Hagyjátok Robinsont;vígjáték;1989;82;Kuba, Magyarország;Tímár Péter;Mikó István, Milagros Morales, Garas Dezsõ;
Hajmeresztõ hajnövesztõ;Rozpustény a vypustény;szatíra;1984;82;Csehszlovákia;Ladislav Smoljak;Marek Brodsky, Jiri Zahajsky, Josef Abrahám;
Halloween, 20 évvel késõbb;Halloween H20: 20 Years Later;horror;1998;82;USA;Steve Miner;Jamie Lee Curtis, Josh Hartnett, Adam Arkin;R
Hálókocsi;Vagon Li;filmdráma;1976;82;Jugoszlávia;Dragoslav Ilic;Bozidarka Frajt, Vladimir Popovic;
Hamis a baba;Hamis a baba;kaland;1991;82;Magyarország;Bujtor István;Avar István, Kern András, Bujtor István;
Hápogók;Quackerz;Játékfilm;2016;82;Amerikai Egyesült Államok, Kína, Oroszország;Viktor Lakisov;;PG
Hasutasok;Hasutasok;Játékfilm;2007;82;Magyarország;Szõke András;Derzsi János, Szarvas József, Zelei Gábor;
Heves jeges;Hibernatus;Játékfilm;1969;82;Franciaország;Edouard Molinaro;Olivier de Funés, Claude Gensac, Louis de Funes;
Higgyetek nekem;Higgyetek nekem;filmdráma;1984;82;Magyarország;Mihályfy László;Reviczky Gábor, Páger Antal, Meszléry Judit;
Hogy szaladnak a fák;Hogy szaladnak a fák;Játékfilm;1966;82;Magyarország;Zolnay Pál;;
Holdudvar;Holdudvar;játékfilm;1968;82;Magyarország;Mészáros Márta;Törõcsik Mari, Balázsovits Lajos, Jancsó Gáspár;
Hollywood bankára;Hollywood Banker;Nem fikciós mûvek;2014;82;Hollandia;Rozemyn Afman;Martha De Laurentis, Dino De Laurentis, Frans J. Afman;
Isten akaratából;Isten akaratából;dokumentum;1988;82;Magyarország;Bokor Péter;Dr. Habsburg Ottó;
Isten tenyerén - Ronnie Wood;Somebody Up There Likes Me;Nem fikciós mûvek;2019;82;GBR;Mike Figgis;Ronnie Wood, Sally Humphreys Wood, Imelda May ;
Jackie-Chan - Kung-Fu kölyök;Guang dong xiao lao hu;Játékfilm;1973;82;Kína;Mu Zhu;;R
Jordánia;Jordánia;Egyéb;2008;82;Magyarország;Ismeretlen;;
Kínzó látomás;The Return;Játékfilm;2006;82;Amerikai Egyesült Államok;Asif Kapadia;Peter O'Brien, Sarah Michelle Gellar, Adam Scott;
Közeli ellenség;Enemies Closer;Játékfilm;2013;82;Amerikai Egyesült Államok;Peter Hyams;;R
Külvárosi legenda;Külvárosi legenda;Játékfilm;1957;82;Magyarország;Máriássy Félix;;
Lovasünnep;Lovasünnep;dokumentum;1989;82;Magyarország;Magyar József;;
Magasiskola;Magasiskola;Játékfilm;1970;82;Magyarország;Gaál István;;
Magyar retro 2.;Magyar retro 2.;Nem fikciós mûvek;2013;82;Magyarország;Papp Gábor Zsigmond;;
Maigret és az éjszaka örömei;Maigret et les plaisirs de la nuit;Egyéb;1992;82;Franciaország;José Pinheiro;;
Medvevilág Szicíliában;La fameuse invasion des ours en Sicile;Animációs film;2019;82;Olaszország, Franciaország;Lorenzo Mattotti;nincs adat;
Még kér a nép;Még kér a nép;játékfilm;1971;82;Magyarország;Jancsó Miklós;Madaras József, Orbán Tibor, Molnár Tibor;
Meghalni az életért;Sa mori ramit din dragoste de viata;háborús;1984;82;Románia;Mircea Veroiu;Gheorhe Viscu, Marcel Lures, Claudiu Bleontz;
Megtehetek bármit;Absolutely Anything;Játékfilm;2015;82;Egyesült Királyság, Amerikai Egyesült Államok;Terry Jones;;R
Mesél az erdõ;The Living Forest;Animációs film;2001;82;Spanyolország;Ángel de la Cruz;;
Meteóra;Metéora;Játékfilm;2012;82;Németország, Görögország, Franciaország;Spiros Stathoulopoulos;;
