Egyéjszakás kaland;One Night Stand;Játékfilm;1800;103;NA;Ismeretlen;;
Egyszer volt;Egyszer volt;Nem fikciós mûvek;2011;103;Magyarország;Kálmán Gábor;;
Éjszaka a múzeumban - A fáraó titka;Night at the Museum: Secret of the Tomb;Játékfilm;2014;103;Amerikai Egyesült Államok;Shawn Levy;;PG
Élek és szeretek;Yo, también;Játékfilm;2009;103;Spanyolország;Álvaro Pastor, Antonio Naharro;Pablo Pineda, Isabel García Lorca, Lola Duenas;
Elena;Elena;Játékfilm;1800;103;NA;Ismeretlen;;
Életvonat;Train De Vie;filmdráma;1998;103;Románia, Franciaország;Radu Mihaileanu;Lionel Abelanski, Clément Harasi, Marie José Nat;R
Eljövetel;Chemical Wedding;Játékfilm;2008;103;Egyesült Királyság;Julian Doyle;Lucy Cudden, Simon Callow, Kal Weber;
Elliott, a sárkány;Pete's Dragon;Játékfilm;2016;103;Amerikai Egyesült Államok;David Lowery;;PG
Elõre a múltba;Peggy Sue Got Married;filmdráma;1986;103;USA;Francis Ford Coppola;Nicolas Cage, Kathleen Turner, Barry Miller;PG-13
Elveszett illúziók;Elveszett illúziók;társadalmi dráma;1982;103;Magyarország;Gazdag Gyula;Udvaros Dorottya, Básti Juli, Máté Gábor;
Elveszett illúziók;Elveszett illúziók;játékfilm;1982;103;Magyarország;Gazdag Gyula;Máté Gábor, Udvaros Dorottya, Básti Juli;
Elvis Presley;This is Elvis;zenés;1981;103;USA;Malcom Leo, Andrew Solt;Johnny Harry, Paul Boensch, David Scott;PG
Emberi ösztönök;ANIMAL;Játékfilm;2005;103;Portugália, Franciaország, Egyesült Királyság;Rose Bosch;Diogo Infante, Emma Griffiths Malin, Andreas Wilson;
Érzékek birodalma;Ai no corrida;filmdráma;1976;103;Japán;Nagisa Oshima;Eiko Matsuda, Aoi Nakamija, Tatsuya Fuji;NC-17
Even the Rain;Even the Rain;Játékfilm;1800;103;NA;Ismeretlen;;
Expendables - A feláldozhatók 2.;Expendables 2;Játékfilm;2012;103;Amerikai Egyesült Államok;Simon West;;R
Ez is amerika;America Exposed;dokumentum;1990;103;USA;Romano Vanderbes;;
Fair play;Fair play;Játékfilm;2006;103;Franciaország;Lionel Bailliu;Benoît Magimel, Marion Cotillard, Eric Savin;
Farkangyal;Switch;Játékfilm;1991;103;Amerikai Egyesült Államok;Blake Edwards;;R
Fehér toll;Der Scout;kaland;1982;103;Mongólia, NDK;Konrad Petzold, Dzamajágin Buntar;Nacagdorzsin Baceceg, Klaus Mnachen, Gojko Mitic;
Fék nélkül;Michel Vaillant;Játékfilm;2003;103;Franciaország;Louis-Pascal Couvelaire;Diane Kruger, Peter Youngblood Hills, Sagamore Stévenin;
Fekete özvegy;Black Widow;bûnügyi;1987;103;USA;Bob Rafelson;Debra Winger, Sami Frey, Theresa Russell;R
Felhõkarcoló;Skyscraper;Játékfilm;2018;103;Amerikai Egyesült Államok;Rawson Marshall Thurber;Dwayne Johnson;PG-13
Fortunata;Fortunata;Játékfilm;2017;103;Olaszország;Sergio Castellitto;;
Fullmetal Alchemist;Fullmetal Alchemist;Animációs film;2003;103;Japán;Ismeretlen;;
Fûrészpor és ragyogás;Gycklarnas Afton;filmdráma;1953;103;Svédország;Ingmar Bergman;Hasse Ekman, Ake Grönberg, Harriet Andersson;
Garázs;Garazs;szatíra;1979;103;Szovjetunió;Eldar Rjazanov;Szvetlana Nyemoljajeva, Ija Szavvina, Andrej Mjagkov;
Gerry;Gerry;filmdráma;2002;103;USA;Gus Van Sant;Matt Damon, Casey Affleck;R
Go;Go;bûnügyi - vígjáték;1999;103;USA;Doug Liman;William Fichtner, Desmond Askew, Taye Diggs;R
Grace: Monaco csillaga;Grace of Monaco;Játékfilm;2014;103;Olaszország, Belgium, Svájc, Franciaország;Olivier Dahan;;
Greenberg;Greenberg;Játékfilm;1800;103;NA;Ismeretlen;;
Gyanútlan gyakornok;Inspecteur la bavure;vígjáték;1981;103;Franciaország;Claude Zidi;Michel Coluche, Gérard Depardieu, Dominique Lavanant;
Gyarmat a föld alatt;Gyarmat a föld alatt;Játékfilm;1951;103;Magyarország;Magyar Filmgyártó Nemzeti Vállalat;;
Gyilkos tudat;Possessor;játékfilm;2020;103;Egyesült Királyság, Kanada;Brandon Cronenberg; Andrea Riseborough, Christopher Abbott, Jennifer Jason Leigh;R
Halálos iramban;The Fast and the Furious;Játékfilm;2001;103;Amerikai Egyesült Államok;Rob Cohen;Paul Walker, Michelle Rodriguez, Vin Diesel;
Hannah és nõvérei;Hannah and her Sisters;Játékfilm;1986;103;Amerikai Egyesült Államok;Woody Allen;Michael Caine, Woody Allen, Mia Farrow;
Harc a hátországban;Batalia din umbra;háborús;1985;103;Románia;Andrei Blaier;Dan Condurache, Serban Ionescu, Alexandru Repan;
Hard Candy;Hard Candy;Játékfilm;2005;103;Amerikai Egyesült Államok;David Slade;Patrick Wilson, Sandra Oh, Ellen Page;
Harry Brown;Harry Brown;Játékfilm;1800;103;NA;Ismeretlen;;
Hat nap, hét éjszaka;Six Days Seven Nights;vígjáték;1998;103;USA;Ivan Reitman;Harrison Ford, Anne Heche, David Schwimmer;PG-13
Határsávban;On the border;Játékfilm;1998;103;Amerikai Egyesült Államok;Bob Misiorowski;Casper Van Dien, Bryan Brown, Daniel Baldwin;
Házasság a négyzeten;Trust the Man;Játékfilm;2005;103;Amerikai Egyesült Államok;Bart Freundlich;Julianne Moore, Sascha Gillen, David Duchovny;
Hétmérföldes szerelem;Going the Distance;Játékfilm;2010;103;Amerikai Egyesült Államok;Nanette Burstein;Justin Long, Drew Barrymore, Charlie Day;
Hétpróbás gazemberek;The Seven-Ups;Játékfilm;1973;103;Amerikai Egyesült Államok;Philip D'Antoni;;PG
Hétszer lenn nyolcszor fenn;8 fois debout;filmdráma;2009;103;Franciaország;Xabi Molia;Denis Podalydes, Julie Gayet;
Hétszer lenn/nyolcszor fenn;8 fois debout;Játékfilm;2009;103;Franciaország;Xavi Molia;;
Horrorra akadva 5.;Scary Movie 5;Játékfilm;2013;103;Amerikai Egyesült Államok;Malcolm D. Lee;;PG-13
Hõsök háborúja;Everyman's War;Játékfilm;2009;103;Amerikai Egyesült Államok;Thad Smith;;
Intim torna;Intim torna;Egyéb;2007;103;Magyarország;Ismeretlen;Kriston Andrea;
Irina Palm;Irina Palm;Játékfilm;2007;103;Luxemburg, Egyesült Királyság, Franciaország, Belgium, Németország;Sam Garbarski;Miki Manojlovic, Marianne Faithfull, Gryllus Dorka;
István/a király;István/a király;Egyéb;2013;103;Magyarország;Alföldi Róbert, Soós Péter;;
Itthon/édes otthon;This is Where I Leave You;Játékfilm;2014;103;Amerikai Egyesült Államok;Shawn Levy;;R
Ízlések és pofonok;No Reservations;Játékfilm;2007;103;Amerikai Egyesült Államok, Ausztrália;Scott Hicks;Aaron Eckhart, Catherine Zeta-Jones, Abigail Breslin;
Jack;Jack;Játékfilm;2014;103;Németország;Edward Berger;;
Jade skorpió átka;The Curse of the Jade Scorpion;vígjáték;2001;103;USA;Woody Allen;Helen Hunt, Woody Allen, Dan Aykroyd;PG-13
Jelenidõ;Jelenidõ;Játékfilm;1971;103;Magyarország;Bacsó Péter;;
Jól áll neki a halál;Death Becomes Her;Játékfilm;1992;103;Amerikai Egyesült Államok;Robert Zemeckis;Bruce Willis, Isabella Rossellini, Meryl Streep;
Kamaszok a háborúban;Stielke, Heinz, fünfzehn…;társadalmi dráma;1986;103;NDK;Michael Kann;Gert Gütschow, Marc Lubosch, Jens Müller;
Karmester;Dyrygent;filmdráma;1979;103;Lengyelország;Andrzej Wajda;Andrzej Seweryn, John Gielgud, Krystyna Janda;
Kés a sebben;Five Miles to Midnight;Játékfilm;1962;103;Franciaország, Olaszország;Anatole Litvak;Gig Young, Sophia Loren, Anthony Perkins;
Ki beszél itt szerelemrõl?;Ki beszél itt szerelemrõl?;szatíra;1979;103;Magyarország;Bacsó Péter;Gálffi László, Tarján Györgyi, Szabó Sándor;
Kicsi, de szemtelen;Il conte Tacchia;vígjáték;1982;103;Olaszország;Sergio Corbucci;Enrico Montesano, Vittorio Gassman, Zoe Chauveau;
Kikötõi történet;Le Havre;Játékfilm;1800;103;NA;Ismeretlen;;
Kislány, nagylány;Hey, hey, it's Esther Blueburger;Játékfilm;2008;103;Ausztrália;Cathy Randall;Talia Monaghan, Danielle Catanzariti, Cassandra Jinman;
Kõkemény család;The family stone;Játékfilm;2005;103;Amerikai Egyesült Államok;Thomas Bezucha;Rachel McAdams, Claire Danes, Diane Keaton;
Könnyû altató;Light sleepers;Játékfilm;1992;103;Amerikai Egyesült Államok;Paul Schrader;Susan Sarandon, Dana Delany, Willem Dafoe;
Könyvklub;Book Club;Játékfilm;2018;103;Amerikai Egyesült Államok;Bili Holderman;Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen, Don Johnson, Andy Garcia, Richard Dreyfus;PG-13
Láncra vert igazság;Nothing but the Truth;Játékfilm;2008;103;Amerikai Egyesült Államok;Rod Lurie;Angela Bassett, Kate Beckinsale, Matt Dillon;
Lány a Petrovka utcából;Girl from Petrovka;Játékfilm;1974;103;Amerikai Egyesült Államok;Robert Ellis Miller;Anthony Hopkins, Hal Holbrook, Goldie Hawn;
Lány macskával;Incompresa;Játékfilm;2014;103;Franciaország, Olaszország;Asia Argento;;
Lidércnyomás;L' Imprécateur;szatíra;1977;103;Franciaország;Jean-Louis Bertucelli;Jean Yanne, Jean-Claude Brialy, Michel Piccoli;
LOL - Zûrös kamaszok;LOL;Játékfilm;2008;103;Amerikai Egyesült Államok;Lisa Azuleos;;PG-13
London Boulevard;London Boulevard;Játékfilm;2010;103;NA;Ismeretlen;;
Looney Tunes – Best of Road R Volume 1 (Prérifarkas);Looney Tunes – Best of Road R Volume 1;Animációs film;2004;103;Amerikai Egyesült Államok;Ismeretlen;;
Majdnem tökéletes lány;Girl Most Likely;Játékfilm;2012;103;USA;Shari Springer Berman, Robert Pulcini;Kristen Wiig;PG-13
Malom a pokolban;Malom a pokolban;társadalmi dráma;1986;103;Magyarország;Maár Gyula;Funtek Frigyes, Garas Dezsõ, Ráckevei Anna;
Mamarosh;Mamarosh;Játékfilm;2013;103;Magyarország;Moma Mrdakovic;;
Máskor, máshol;Another time, another place;történelmi - dráma;1983;103;GBR;Michael Radford;Giovanni Mauriello, Paul Young, Phyllis Logan;PG
Megkísértve;Haunted;Játékfilm;1995;103;Amerikai Egyesült Államok, Egyesült Királyság;Lewis Gilbert;Kate Beckinsale, Anthony Andrews, Aidan Quinn;
Mérgezett egér;Wilde Maus;Játékfilm;2017;103;Ausztria;Josef Hader;;
Méz;Bal;Játékfilm;2010;103;Németország, Törökország;Semih Kaplanoglu;Alev Uçarer, Tülin Özen, Erdal Besikçioglu;
Mint a villám;Days of Thunder;Játékfilm;1800;103;NA;Ismeretlen;;
Mióta otar elment;Depuis qu'otar est parti;filmdráma;2003;103;Belgium, Franciaország;Julie Bertucelli;Dinara Droukarova, Esther Gorintin, Nino Khomassouridze;
Miután;After;Játékfilm;2018;103;USA;Jenny Gage;Peter Gallagher, Selma Blair, Dylan Arnold, Jennifer Beals;PG-13
Most jó;Now Is Good;Játékfilm;2012;103;Franciaország, Egyesült Királyság, Amerikai Egyesült Államok;Ol Parker;;PG-13
Mulatság a fûvészkertben;Slávnost v botanickej záhrade;filmdráma;1968;103;Csehszlovákia;Elo Havetta;Dusan Blaschovic, Nina Divisková, Slavoj Urban;
Múlt karácsony;Last Christmas;Játékfilm;2019;103;USA;Paul Feig;Emilia Clarke;PG-13
Napló gyermekeimnek;Napló gyermekeimnek;Játékfilm;1982;103;Magyarország;Mészáros Márta;;
Néha a csajok is úgy vannak vele;Even Cowgirls Get the Bluse;romantikus - vígjáték;1993;103;USA;Gus Van Sant;Uma Thurman, John Hurt, Rain Phoenix;R
Nekem lámpást adott kezembe az Úr Pesten;Nekem lámpást adott kezembe az Úr Pesten;szatíra;1998;103;Magyarország;Jancsó Miklós;Szarvas József, Mucsi Zoltán, Scherer Péter;
Nem nagy ügy;Pa si grave;Játékfilm;2003;103;Belgium, Franciaország;Bernard Rapp;Jean-Michel Portal, Sami Bouajila, Romain Duris;
New York, I Love You;New York, I Love You;Játékfilm;2009;103;NA;Ismeretlen;;
Normális világ;Un mundo normal;Játékfilm;2020;103;Spanyolország;Achero Ma?as;Ernesto Alterio, Gala Amyach, Ruth Díaz;
Nyomul a 8. dimenzió;The Adventures Of Buckaroo Banzai,;vígjáték;1984;103;USA;W. D. Richter;Peter Weller, Ellen Barkin, John Lithgow;PG
Oh, karol!;Och, Karol !;vígjáték;1985;103;Lengyelország;Roman Zaluski;Jan Piechocinski, Dorota Kaminska, Marta Kubowicz;
Oly távol és közel;She's Been Away;filmdráma;1988;103;GBR;Peter Hall;Geraldine James, Peggy Ashcroft, James Fox;
Országúti bosszú;Ther rover;Játékfilm;2014;103;Ausztrália, Amerikai Egyesült Államok;David Michod;;R
Örlõdés;Pokriv;társadalmi dráma;1978;103;Bulgária;Ivan Andonov;Peter Szlabokov, Pepa Nikolova, Maria Statulova;
Õsz New Yorkban;Autumn In New York;romantikus - dráma;2000;103;USA;Joan Chen;Richard Gere, Winona Ryder, Anthony LaPaglia;PG-13
P.s., avagy a könnyelmûség határai;P.S.;társadalmi dráma;1979;103;NDK;Roland Gräf;Jutta Wachowiak, Andrzej Pieczynski;
Paddington 2;Paddington 2;Játékfilm;2017;103;Franciaország, Egyesült Királyság;Paul King;;PG
Párosan szép az élet?;I Do...Until I Don't;Játékfilm;2017;103;Amerikai Egyesült Államok;Lake Bell;Mary Steenburgen, Lake Bell, Ed Helms;
Péntek este;Petak vecser;társadalmi dráma;1986;103;Bulgária;Ljudmil Kirkov;Marija Sztefanova, Margarita Pehlivanova, Elena Rajnova;
Piedone/a zsaru;Piedone lo sbirro;Játékfilm;1974;103;Olaszország;Steno;;PG
Piszkos pénz;The Drop;Játékfilm;2014;103;Amerikai Egyesült Államok;Michael R. Roskam;;R
Poirot karácsonya;Hercule Poirot's christmas;Játékfilm;2000;103;Egyesült Királyság;Edward Bennett;Simon Roberts, Philip Jackson, David Suchet;
Poirot: A fogorvos széke;Poirot: One two buckle my shoe;Játékfilm;1992;103;Egyesült Királyság;Ross Devenish;Joanna Phillips-Lane, David Suchet, Philip Jackson;
Poirot: A kisegér mindent lát;Hickory Dickory Dock;Játékfilm;1994;103;Egyesült Királyság;Andrew Grieve;Pauline Moran, David Suchet, Philip Jackson;
Poirot: Az ABC gyilkosságok;Poirot: The ABC Murders;Egyéb;1992;103;Egyesült Királyság;Andrew Grieve;David Suchet, Philip Jackson, Hugh Fraser;
Poirot: Halál a felhõk között;Poirot: Death in the Clouds;Játékfilm;1992;103;Egyesült Királyság;Stephen Whittaker;Sarah Woodward, David Suchet, Philip Jackson;
Popeye, Tapsi-Hapsi, Duffy és a többiek;Classic Cartoon;Animációs film;2009;103;Amerikai Egyesült Államok;Ismeretlen;;
Pót-pasi;The Extra Man;Játékfilm;2010;103;Amerikai Egyesült Államok;Robert Pulcini, Shari Springer Berman;;
Q - Érzékek birodalma;Q/Desire;Játékfilm;2011;103;Franciaország;Laurent Bouhnik;;
Requiem;Requiem;társadalmi dráma;1981;103;Magyarország;Fábri Zoltán;Frajt Edit, Balázsovits Lajos, Gálffi László;
Roman Spring Of Mrs. Jones;Roman Spring Of Mrs. Jones;Játékfilm;1961;103;Egyesült Királyság;José Quintero;Warren Beatty, Vivien Leigh, Lotte Lenya;
Sárkányszív;Dragonheart;Játékfilm;1800;103;NA;Ismeretlen;;
Sárkányszív;Dragonheart;Játékfilm;1996;103;Amerikai Egyesült Államok;Rob Cohen;Dennis Quaid, Pete Postlethwaite, David Thewlis;
Sem veled, sem nélküled;Das Versteck;filmdráma;1977;103;NDK;Frank Beyer;Alfred Müller, Manfred Krug, Jutta Hoffmann;
Séta a Holdon;Walk on the Moon;Játékfilm;1999;103;Amerikai Egyesült Államok;Tony Goldwyn;Diane Lane, Viggo Mortensen, Liev Schreiber;
Sin City: Ölni tudnál érte;Sin City: A Dame To Kill For;Játékfilm;2014;103;Amerikai Egyesült Államok;Robert Rodriguez;;R
Sírugrók;Odrobadogroba;Egyéb;2005;103;Horvátország, Szlovénia;Jan Cvitkovic;Gregor Bakovic, Drago Milinovic, Sonja Savic;
Sötét elmék;The Darkest Minds;Játékfilm;2018;103;Amerikai Egyesült Államok;Jennifer Yuh Nelson;Mark O´Brien, Wallace Langham, Mandy Moore, Amandla Stenberg, Gwendoline Christie, Harris Dickinson, Catherine Dyer, Miya Cech, Patrick Gibson, Golden Brooks;PG-13
St. Vincent;St. Vincent;Játékfilm;2014;103;Amerikai Egyesült Államok;Theodore Melfi;;PG-13
Starbuck;Starbuck;Játékfilm;2011;103;Kanada;Ken Scott;;R
Streetdance All Stars;Streetdance All Stars;Játékfilm;2013;103;Egyesült Királyság;Ben Gregor;;PG
Swimming pool;Swimming Pool;filmdráma;2003;103;Franciaország, GBR;François Ozon;Ludivine Sagnier, Charles Dance, Charlotte Rampling;R
Szemben a világgal;Le Rebelle;társadalmi dráma;1980;103;Franciaország;Gérard Blain;Patrick Norbert, Michel Subor, Isabelle Rosais;
Szerelem és golyók;Love and bullets;Játékfilm;1979;103;Egyesült Királyság;Stuart Rosenberg;Jill Ireland, Rod Steiger, Charles Bronson;
Szerelmeim;Amori miei;vígjáték;1979;103;Olaszország;Steno;Johnny Dorelli, Enrico Maria Salerno, Monica Vitti;
Szeresd apádat;Aime ton pére;filmdráma;2002;103;Franciaország, Kanada;Jacob Berger;Gérard Depardieu, Sylvie Testud, Guillaume Depardieu;
Szex receptre;Kiki, el amor se hace;Játékfilm;2016;103;Spanyolország;Paco León;;
Színészek;Les acteurs;Játékfilm;2000;103;Franciaország;Bertrand Blier;Jean-Paul Belmondo, Pierre Arditi, Josiane Balasko;
Szívvel-lélekkel;Réparer les vivants;Játékfilm;2016;103;Franciaország, Belgium;Katell Quillévéré;;
Szökõkút;Fontan;szatíra;1988;103;Szovjetunió;Jurij Mamin;Szergej Doncov, Zsanna Kerimtajeva, Aszankül Kuttubajev;
Sztrájktól megbénítva;Strikebound;társadalmi dráma;1984;103;Ausztrália;Richard Lowenstein;Carol Burns, Hung Keays-Byrne, Chris Haywood;
Született feleség;Potiche;Játékfilm;1800;103;NA;Ismeretlen;;
Szûnj meg, Fred!;Drop Dead Fred;vígjáték;1991;103;USA;Ate de Jong;Marsha Mason, Rik Mayall, Phoebe Cates;PG-13
Tavasz, nyár, õsz, tél…és tavasz;Spring, summer, fall, winter…and spring;Játékfilm;2003;103;Dél-Korea;Ki-duk Kim;Ki-duk Kim, Yeong-su Oh, Young-min Kim;
Teliholdas éjszakák;Les nuits de la pleine lune;filmdráma;1984;103;Franciaország;Eric Rohmer;Fabrice Luchini, Tchéky Karyo, Pascale Ogier;R
Temple Grandin;Temple Grandin;Játékfilm;1800;103;NA;Ismeretlen;;
Természetes fény;Természetes fény;játékfilm;2020;103;Magyarország;Nagy Déne;Szabó Ferenc, Bajkó László, Garbacz Tamás;
Tévúton;Ratacire;társadalmi dráma;1977;103;Románia;Alexandru Tetos;Dan Nutu, Iona Pavelescu, Klaus Gehrke;
The morning after;The morning after;Játékfilm;1986;103;Amerikai Egyesült Államok;Sidney Lumet;Jane Fonda, Raul Julia, Jeff Bridges;
Titkos birodalmi ügyek;Geheime Reichssache;dokumentum;1981;103;NSZK;Johan Baur;;
Tízezer nap;Tízezer nap;Játékfilm;1965;103;Magyarország;Kósa Ferenc;;
Tökmag és Gázolaj - Vakáció négy keréken;Microbe et Gasoil;Játékfilm;2015;103;Franciaország;Michel Gondry;;R
Transamerica;Transamerica;Játékfilm;2005;103;Amerikai Egyesült Államok;Duncan Tucker;Fionnula Flanagan, Kevin Zegers, Felicity Huffman;
Transz;Trance;Játékfilm;2013;103;Amerikai Egyesült Államok;Danny Boyle;;R
Truman show;The Truman Show;filmdráma;1998;103;USA;Peter Weir;Jim Carrey, Laura Linney, Ed Harris;PG
Túlélõk háza;My house in Umbria;Játékfilm;2003;103;Egyesült Királyság, Olaszország;Richard Loncraine;Ronnie Barker, Chris Cooper, Maggie Smith;
Tulipánláz;Tulip Fever;Játékfilm;2016;103;Amerikai Egyesült Államok, Egyesült Királyság;Justin Chadwick;;R
Tûnj el!;Get Out;Játékfilm;2017;103;Amerikai Egyesült Államok;Jordan Peele;;R
Tûzvirágok;Hana-Bi;filmdráma;1997;103;Japán;Takeshi Kitano;Ren Osuhi, Beat Takeshi, Kayako Kishimito;
Úgy hívlak: Amore;Scusa/ma Ti chiamo Amore;Játékfilm;2008;103;Olaszország;Federico Moccia;;
Úszó erõd;Under Siege;akció;1992;103;USA, Franciaország;Andrew Davis;Tommy Lee Jones, Gary Busey, Steven Seagal;R
Végig az úton;Going all the way;Játékfilm;1997;103;Amerikai Egyesült Államok;Mark Pellington;Jeremy Davies, Ben Affleck, Amy Locane;
Végre vasárnap;Vivement Dimanche;bûnügyi;1983;103;Franciaország;François Truffaut;Philippe Laudenbach, Jean-Louis Trintignant, Fanny Ardant;PG
Veronika meg akar halni;Veronika Decides to Die;Játékfilm;2009;103;Amerikai Egyesült Államok;Emily Young;Erika Christensen, Jonathan Tucker, Sarah Michelle Gellar;
Vesztesek és gyõztesek;Dio e con noi;Játékfilm;1969;103;Olaszország;Giuliano Montaldo;Richard Johnson, Franco Nero, Larry Aubrey;
Vigo;Vigo;filmdráma;1997;103;Franciaország;Julien Temple;James Frain, Jim Carter, Rimane Bohringer;
Visszaszámlálás;Visszaszámlálás;társadalmi dráma;1985;103;Magyarország;Erdõss Pál;Eperjes Károly, Újlaky Dénes, Ozsda Erika;
Vízimese;Dieci wodne;mese;1980;103;Lengyelország, GBR;Lionel Jeffries;Tommy Pender, James Mason, Billie Whitelaw;
Yao utazása;Yao;Játékfilm;2019;103;Franciaország, Szenegál;Philippe Godeau;Lionel Louis Basse, Omar Sy;
Zéró város;Gorod zero;szatíra;1988;103;Szovjetunió;Karen Sahnazarov;Armen Dzsigarhanjan, Leonyid Filatov, Jevgenyij Jevsztyignyejev;
Zöld kártya;Green Card;Játékfilm;1990;103;Amerikai Egyesült Államok;Peter Weir;;PG-13
Zsaroló zsaruk sorozat;Ripoux, Les;Játékfilm;1984;103;Franciaország;Claude Zidi;Thierry Lhermitte, Philippe Noiret, Régine;
1408;1408;Játékfilm;2007;104;Amerikai Egyesült Államok;Mikael Hafström;Mary McCormack, John Cusack, Samuel L. Jackson;
10 nap anyu nélkül;10 jours sans maman;Játékfilm;2020;104;Franciaország;Ludovic Bernard;Héléna Noguerra, Gabrielle Marie, Alexis Michalik, Aure Atika, Franck Dubosc, Liza Paturel, Rupert Wynne-James;
A bohóc – A bosszú napja;Der Clown;Játékfilm;2005;104;Németország;Sebastian Vigg;Thomas Anzenhofer, Eva Habermann, Sven Martinek;
A bosszúállók;The revengers;Játékfilm;1972;104;Amerikai Egyesült Államok, Mexikó;Daniel Mann;Ernest Borgnine, William Holden, Woody Strode;
A cár gyilkosa;The Assasin of the Tsar aka Tsareubiytsa;Játékfilm;1991;104;Egyesült Királyság, Szovjetunió;Karen Shakhnazarov;Malcolm McDowell, Armen Dzhigarkhanyan, Oleg Yankovskiy;
A cukrász;The Cakemaker;Játékfilm;2017;104;Németország, Izrael;Ofir Raul Graizer;;
A doktor;Doctor Poenaru;társadalmi dráma;1977;104;Románia;Dinu Tanase;Stefan Iordache, Elena Dacian, Victor Rebengiuc;
A föld szeretõje (Zsolnay Vilmos);A föld szeretõje (Zsolnay Vilmos);Játékfilm;2010;104;Magyarország;Pozsgai Zsolt;Koncz Gábor, Sunyovszky Szilvia, Õze Áron;
A führer nevében;Au nom du Führer;dokumentum;1977;104;Belgium;Lydia Chagoll;;
A grinch;The Grinch;Játékfilm;2000;104;Amerikai Egyesült Államok;Ron Howard;Jeremy Howard, Jim Carrey, Jeffrey Tambor;
A harmadik ember;The third man;Játékfilm;1949;104;Egyesült Királyság;Carol Reed;;TV-14
A hírnév szárnyán;Wings of Fame;Játékfilm;1990;104;Hollandia;Otakar Votocek;Peter O'Toole, Marie Trintignant, Colin Firth;
A hosszútávfutó magányossága;The Loneliness of the Long Distance Runner;Játékfilm;1962;104;Egyesült Királyság;Tony Richardson;Avis Bunnage, Tom Courtenay, Michael Redgrave;
A képeslap gyilkosságok;The Postcard Killings;Játékfilm;2020;104;USA, Egyesült Királyság;Danis Tanovic;Naomi Battrick, Jeffrey Dean Morgan, Famke Janssen;
A kígyó csókja;The Serpent's Kiss;Játékfilm;1997;104;Egyesült Királyság;Philippe Rousselot;Ewan McGregor, Greta Scacchi, Carmen Chaplin;
A kivégzõosztag;Assassins;Nem fikciós mûvek;2020;104;USA;Ryan White;Siti Aisyah, Hadi Azmi, Anna Fifield ;
A látogató;The Visitor;Játékfilm;2007;104;Amerikai Egyesült Államok;Thomas McCarthy;Danai Jekesai Gurira, Richard Jenkins, Haaz Sleiman;
A mágus;The Illusionist;Játékfilm;2006;104;Amerikai Egyesült Államok, Csehország;Neil Burger;Paul Giamatti, Edward Norton, Jessica Biel;
A manderley-ház asszonya;Rebecca;thriller;1940;104;USA;Alfred Hitchcock;Laurence Olivier, Joan Fontaine, George Sanders;
A Mephisto keringõ;The Mephisto Waltz;Játékfilm;1971;104;Amerikai Egyesült Államok;Paul Wendkos;;R
A modell;The Model;Játékfilm;2016;104;Dánia;Mads Matthiesen;;
A muskétás;The Musketeer;Játékfilm;2001;104;Luxemburg, Amerikai Egyesült Államok, Egyesült Királyság, Németország;Peter Hyams;;PG-13
A nagy visszatérõk;The Comeback Trail;Játékfilm;2020;104;USA;George Gallo;Robert De Niro, Tommy Lee Jones, Morgan Freeman;R
A nílus gyöngye;The Jewel of the Nile;kaland;1985;104;USA;Lewis Teague;Kathleen Turner, Michael Douglas, Danny DeVito;PG
A nõstényfarkas kísértete;Wilczyca;történelmi - dráma;1982;104;Lengyelország;Marek Piestrak;Krzysztof Jasinski, Julia-Iwona Bielska, Olgierd Lukaszewicz;
A Pogány Madonna;A Pogány Madonna;Játékfilm;1981;104;Magyarország;Mészáros Gyula;;
A pók hálójában;Along Came a Spider;Játékfilm;2000;104;Amerikai Egyesült Államok;Lee Tamahori;Monica Potter, Michael Wincott, Morgan Freeman;
A profi;Le professionnel;Játékfilm;1981;104;Amerikai Egyesült Államok;Georges Lautner;;
A program - Egy legenda bukása;The Program;Játékfilm;2015;104;Franciaország, Egyesült Királyság;Stephen Frears;;R
A Quantum csendje;Quantum of Solace;Játékfilm;2008;104;Egyesült Királyság, Amerikai Egyesült Államok;Marc Forster;Gemma Arterton, Daniel Craig, Olga Kurylenko;
A rakparton;On the Waterfront;Játékfilm;1954;104;Amerikai Egyesült Államok;Elia Kazan;;TV-PG
A rémület háza;Malasa?a 32;Játékfilm;2020;104;Spanyolország;Albert Pintó;Iván Marcos, Bea Segura,  Bego?a Vargas;
A skorpiókirály 3  Harc a megváltásért;The Scorpion King 3 Battle for Redemption;akció;2012;104;USA;Roel Reiné;Bostin Christopher, Dave Bautista;PG-13
A tanú;A tanú;Játékfilm;1969;104;Magyarország;Bacsó Péter;Kállai Ferenc, Both Béla, Õze Lajos;
A titkárnõ;Secretary;filmdráma;2002;104;USA;Steven Shainberg;Jeremy Davies, Maggie Gyllenhaal, James Spader;R
A törvénytelen;A törvénytelen;bûnügyi;1994;104;Lengyelország, Németország, Magyarország;András Ferenc;Cserhalmi György, Daniel Olbrychski, Tóth Ildikó;
A vér mindig forró;Hszüe cung si zsö-ti;társadalmi dráma;1983;104;Kína;Ven Jen;Maj Ven-jen, Fang Haj-csin, Jang Caj-pao;
